email_id,professor_id,condition_hidden,claim_id,atomic_claim,claim_type,evidence_excerpt,label_annotator_1,label_annotator_2,final_label,notes
E-0012,PSY-01,pilot-01,E-0012_c01,The professor's research focuses on collaborative knowledge capture in ontologies.,research_topic,,,,,
E-0012,PSY-01,pilot-01,E-0012_c02,The professor's research focuses on the development of recommender systems for secure coding.,research_topic,,,,,
E-0013,CS-01,pilot-01,E-0013_c01,"The professor's research is on data mining, machine learning, and applied AI.",research_topic,,,,,
E-0013,CS-01,pilot-01,E-0013_c02,The professor has done recent work on a specific paper or topic.,research_topic,,,,,
E-0013,CS-01,pilot-01,E-0013_c03,The professor explored specific findings or methods in their recent work.,method,,,,,
E-0013,CS-01,pilot-01,E-0013_c04,The student has done relevant coursework or topics in their graduate studies.,research_topic,,,,,
E-0013,CS-01,pilot-01,E-0013_c05,The student completed a small research project on a brief description of the project.,research_topic,,,,,
E-0014,PSY-01,pilot-01,E-0014_c01,The professor's research focuses on collaborative knowledge capture in ontologies.,research_topic,,,,,
E-0014,PSY-01,pilot-01,E-0014_c02,The professor's research focuses on the development of recommender systems for secure coding.,research_topic,,,,,
E-0014,PSY-01,pilot-01,E-0014_c03,The student recently completed a small research project that explored user interactions with automated systems.,research_topic,,,,,
E-0014,PSY-01,pilot-01,E-0014_c04,The student is intrigued by how the professor's work addresses the complexities of human-agent collaboration and the implications for safety and efficiency in software systems.,research_topic,,,,,
E-0015,CS-01,pilot-01,E-0015_c01,The professor's research is on artificial intelligence and its application in complex systems.,research_topic,,,,,
E-0015,CS-01,pilot-01,E-0015_c02,The professor has done recent work on a specific paper or topic.,research_topic,,,,,
E-0015,CS-01,pilot-01,E-0015_c03,The professor explored specific findings or methods in their recent work.,research_topic,,,,,
E-0015,CS-01,pilot-01,E-0015_c04,The professor used specific methods or techniques to address a specific problem or question.,method,,,,,
E-0015,CS-01,pilot-01,E-0015_c05,The student has a recent research project that resonates with the professor's work.,cross_paper_synthesis,,,,,
E-0016,CS-01,pilot-01,E-0016_c01,The professor's research is on aspect-based sentiment analysis.,research_topic,,,,,
E-0016,CS-01,pilot-01,E-0016_c02,The professor has worked on aspect-based sentiment analysis using BERT and LSTM-CNN.,method,,,,,
E-0016,CS-01,pilot-01,E-0016_c03,The professor's work on aspect-based sentiment analysis has applications in understanding user feedback in various domains.,impact,,,,,
E-0016,CS-01,pilot-01,E-0016_c04,The student is impressed by the professor's research.,,,,,,
