email_id,professor_id,condition_hidden,claim_id,atomic_claim,claim_type,evidence_excerpt,label_annotator_1,label_annotator_2,final_label,notes
E-0034,,machine,E-0034_c02,The professor's research includes work on natural language processing techniques.,research_topic,,supported,,supported,auto-evaluator
E-0034,,machine,E-0034_c03,The professor's research includes work on the development of organic solid electrolytes for all-solid-state batteries.,research_topic,,supported,,supported,auto-evaluator
E-0034,,machine,E-0034_c04,The professor has published a recent paper on multicomponent covalent organic framework solid electrolytes.,cross_paper_synthesis,,supported,,supported,auto-evaluator
E-0034,,machine,E-0034_c05,The professor's work on multicomponent covalent organic framework solid electrolytes addresses challenges regarding Li-ion dissociation and transport.,result,,supported,,supported,auto-evaluator
E-0034,,machine,E-0034_c06,The student has completed a small project involving [briefly describe your project relevant to the topic].,research_topic,,outside_evidence_scope,,outside_evidence_scope,auto-evaluator
E-0066,,machine,E-0066_c01,The professor's research is on topics such as natural language processing and the development of organic solid electrolytes for all-solid-state batteries.,research_topic,,supported,,supported,auto-evaluator
E-0066,,machine,E-0066_c02,The professor's work on organic solid electrolytes involves the development of materials that facilitate Li-ion dissociation and transport.,research_topic,,supported,,supported,auto-evaluator
E-0033,,machine,E-0033_c01,"The professor's research is on machine learning and applied AI, including natural language processing.",research_topic,,supported,,supported,auto-evaluator
E-0033,,machine,E-0033_c02,The professor has done work on a specific paper or topic related to the student's interests.,research_topic,,unsupported,,unsupported,auto-evaluator
E-0033,,machine,E-0033_c03,The student finds the professor's approach to the specific method or finding to be innovative and impactful.,,,subjective_or_generic,,subjective_or_generic,auto-evaluator
E-0023,,machine,E-0023_c01,The professor's research is on specific topic,research_topic,,supported,,supported,auto-evaluator
E-0023,,machine,E-0023_c02,The professor has recent findings on a relevant paper or topic,research_topic,,supported,,supported,auto-evaluator
E-0023,,machine,E-0023_c03,The student has taken graduate coursework in machine learning and natural language processing,,,outside_evidence_scope,,outside_evidence_scope,auto-evaluator
E-0023,,machine,E-0023_c04,The student's recent project explored a relevant research project or experience,,,outside_evidence_scope,,outside_evidence_scope,auto-evaluator
E-0023,,machine,E-0023_c05,The student's recent project deepened their understanding of relevant methods or findings,,,outside_evidence_scope,,outside_evidence_scope,auto-evaluator
E-0050,,machine,E-0050_c01,The professor's research is on machine learning and applied AI.,research_topic,,supported,,supported,auto-evaluator
E-0050,,machine,E-0050_c02,The professor's research includes work on natural language processing techniques.,research_topic,,supported,,supported,auto-evaluator
E-0032,,machine,E-0032_c01,The professor's research is on topics such as natural language processing.,research_topic,,supported,,supported,auto-evaluator
E-0032,,machine,E-0032_c02,The student is eager to contribute to and learn from the professor's team's innovative research.,,,subjective_or_generic,,subjective_or_generic,auto-evaluator
E-0061,,machine,E-0061_c01,The professor's research is on artificial intelligence.,research_topic,,supported,,supported,auto-evaluator
E-0061,,machine,E-0061_c02,The professor has done work on a specific topic or paper related to artificial intelligence.,research_topic,,supported,,supported,auto-evaluator
E-0061,,machine,E-0061_c03,The student has taken graduate coursework in machine learning and natural language processing.,,,outside_evidence_scope,,outside_evidence_scope,auto-evaluator
E-0061,,machine,E-0061_c04,The student recently completed a small research project focusing on enhancing model interpretability in AI systems.,,,outside_evidence_scope,,outside_evidence_scope,auto-evaluator
E-0061,,machine,E-0061_c05,The student is particularly drawn to the professor's innovative approaches.,,,subjective_or_generic,,subjective_or_generic,auto-evaluator
E-0061,,machine,E-0061_c06,The student's background aligns well with the professor's research objectives.,,,subjective_or_generic,,subjective_or_generic,auto-evaluator
E-0017,,machine,E-0017_c01,The professor's work focuses on the application of deep learning techniques to enhance decision-making processes in autonomous systems.,research_topic,,partially_supported,,partially_supported,auto-evaluator
E-0017,,machine,E-0017_c02,The professor has published a recent paper on reinforcement learning strategies for optimizing resource allocation in dynamic environments.,research_topic,,unsupported,,unsupported,auto-evaluator
E-0036,,machine,E-0036_c01,The professor's research is on machine learning and applied AI.,research_topic,,supported,,supported,auto-evaluator
E-0036,,machine,E-0036_c02,The professor's research includes work on Quantum Machine Learning applications in the biomedical domain.,research_topic,,supported,,supported,auto-evaluator
E-0036,,machine,E-0036_c03,The professor has published a recent systematic review.,authorship,,supported,,supported,auto-evaluator
E-0036,,machine,E-0036_c04,The student is particularly fascinated by the potential of quantum-enhanced methods in healthcare.,,,unsupported,,unsupported,auto-evaluator
E-0036,,machine,E-0036_c05,"The student is interested in exploring how advanced computational techniques can improve healthcare outcomes, especially in predictive modeling.",,,unsupported,,unsupported,auto-evaluator
E-0015,,machine,E-0015_c01,"The professor's research is on machine learning and applied AI, particularly in the context of quantum machine learning and its applications in healthcare.",research_topic,,supported,,supported,auto-evaluator
E-0015,,machine,E-0015_c02,The professor has done recent work on a systematic review of quantum machine learning applications in the biomedical domain.,research_topic,,supported,,supported,auto-evaluator
E-0013,,machine,E-0013_c01,Your research is on artificial intelligence,research_topic,,supported,,supported,auto-evaluator
E-0013,,machine,E-0013_c02,Your research is on machine learning and applied AI,research_topic,,supported,,supported,auto-evaluator
E-0073,,machine,E-0073_c01,The professor's work includes research on machine learning and applied AI.,research_topic,,supported,,supported,auto-evaluator
E-0073,,machine,E-0073_c02,The professor's research includes work on deep learning approaches for speech emotion recognition.,research_topic,,supported,,supported,auto-evaluator
E-0073,,machine,E-0073_c03,The professor's research includes work on deep learning approaches for natural language processing applications.,research_topic,,supported,,supported,auto-evaluator
E-0073,,machine,E-0073_c04,The professor's research includes work on neural networks and their applications in human-computer interactions.,research_topic,,partially_supported,,partially_supported,auto-evaluator
E-0084,,machine,E-0084_c01,The professor's research is on machine learning and applied AI.,research_topic,,supported,,supported,auto-evaluator
E-0084,,machine,E-0084_c02,The professor's research includes work on quantum machine learning applications in healthcare.,research_topic,,supported,,supported,auto-evaluator
E-0084,,machine,E-0084_c03,The professor has published a recent systematic review.,authorship,,supported,,supported,auto-evaluator
E-0021,,machine,E-0021_c01,"The professor's research is on machine learning and applied AI, particularly in the context of quantum machine learning and its applications in healthcare.",research_topic,,supported,,supported,auto-evaluator
E-0021,,machine,E-0021_c02,"The professor has recently published a systematic review on ""Quantum Machine Learning Applications in the Biomedical Domain"".",authorship,,supported,,supported,auto-evaluator
E-0021,,machine,E-0021_c03,"Quantum algorithms can enhance data processing capabilities, as mentioned in the professor's research.",result,,supported,,supported,auto-evaluator
E-0046,,machine,E-0046_c01,The professor's research is in the field of artificial intelligence.,research_topic,,supported,,supported,auto-evaluator
E-0046,,machine,E-0046_c02,The professor's research focuses on machine learning optimization.,research_topic,,partially_supported,,partially_supported,auto-evaluator
E-0046,,machine,E-0046_c03,The professor's research applies machine learning optimization to real-world scenarios.,research_topic,,supported,,supported,auto-evaluator
E-0046,,machine,E-0046_c04,The student is fascinated by the professor's findings on the robustness of models in dynamic environments.,result,,unsupported,,unsupported,auto-evaluator
E-0046,,machine,E-0046_c05,The student has completed a small research project that explored the implementation of reinforcement learning algorithms for enhancing decision-making processes.,research_topic,,unsupported,,unsupported,auto-evaluator
E-0046,,machine,E-0046_c06,The student is interested in joining the professor's lab.,collaboration,,unsupported,,unsupported,auto-evaluator
E-0046,,machine,E-0046_c07,The student believes the professor's innovative approach to addressing challenges in AI aligns well with the student's academic interests and aspirations.,novelty,,unsupported,,unsupported,auto-evaluator
E-0071,,machine,E-0071_c01,The professor's work focuses on artificial intelligence.,research_topic,,supported,,supported,auto-evaluator
E-0071,,machine,E-0071_c02,The professor has recent findings on a specific paper or result.,result,,supported,,supported,auto-evaluator
E-0071,,machine,E-0071_c03,The professor employs innovative approaches in a relevant method or technique.,method,,supported,,supported,auto-evaluator
E-0056,,machine,E-0056_c01,The professor's research is on machine learning and applied AI.,research_topic,,supported,,supported,auto-evaluator
E-0056,,machine,E-0056_c02,The professor's research includes predicting stock prices.,research_topic,,supported,,supported,auto-evaluator
E-0056,,machine,E-0056_c03,The professor's research includes identifying human voice emotions.,research_topic,,supported,,supported,auto-evaluator
E-0056,,machine,E-0056_c04,The professor published a paper on Indonesian Stock Price Prediction.,authorship,,supported,,supported,auto-evaluator
E-0056,,machine,E-0056_c05,The professor's paper on Indonesian Stock Price Prediction highlighted the complexity of economic variables during the Covid-19 era.,result,,supported,,supported,auto-evaluator
E-0056,,machine,E-0056_c06,The professor's research on identifying emotions through prosodic and spectral feature extraction resonates with the student's interest in multimodal data processing.,cross_paper_synthesis,,outside_evidence_scope,,outside_evidence_scope,auto-evaluator
E-0002,,machine,E-0002_c01,The professor's research is on machine learning and applied AI.,research_topic,,supported,,supported,auto-evaluator
E-0002,,machine,E-0002_c02,The professor's research includes work on predicting stock prices.,research_topic,,supported,,supported,auto-evaluator
E-0002,,machine,E-0002_c03,The professor's research includes work on human voice emotion identification.,research_topic,,supported,,supported,auto-evaluator
E-0002,,machine,E-0002_c04,The professor published a paper on Indonesian Stock Price Prediction using Decision Tree Regression.,authorship,,supported,,supported,auto-evaluator
E-0002,,machine,E-0002_c05,The professor's paper on Indonesian Stock Price Prediction using Decision Tree Regression discussed challenges posed by the Covid-19 era in economic forecasting.,result,,supported,,supported,auto-evaluator
E-0010,,machine,E-0010_c01,The professor's research is in the field of artificial intelligence.,research_topic,,supported,,supported,auto-evaluator
E-0010,,machine,E-0010_c02,The professor's research focuses on machine learning optimization.,research_topic,,partially_supported,,partially_supported,auto-evaluator
E-0010,,machine,E-0010_c03,The professor's research on machine learning optimization has applications in real-world scenarios.,research_topic,,supported,,supported,auto-evaluator
E-0010,,machine,E-0010_c04,The student recently completed a small research project that explored the implementation of reinforcement learning algorithms for enhancing decision-making processes in dynamic environments.,research_topic,,unsupported,,unsupported,auto-evaluator
E-0062,,machine,E-0062_c01,The professor's research is on machine learning and data mining applications.,research_topic,,supported,,supported,auto-evaluator
E-0062,,machine,E-0062_c02,The student has completed a small research project on [brief description of the project].,research_topic,,unsupported,,unsupported,auto-evaluator
E-0062,,machine,E-0062_c03,The student has foundational skills in [relevant methods or techniques].,method,,supported,,supported,auto-evaluator
E-0003,,machine,E-0003_c01,The professor's research focuses on machine learning and applied AI.,research_topic,,supported,,supported,auto-evaluator
E-0003,,machine,E-0003_c02,The professor has conducted research on predicting stock prices.,research_topic,,supported,,supported,auto-evaluator
E-0003,,machine,E-0003_c03,The professor has published a paper titled 'Indonesian Stock Price Prediction including Covid19 Era Using Decision Tree Regression'.,authorship,,supported,,supported,auto-evaluator
E-0003,,machine,E-0003_c04,"The professor's paper on 'Indonesian Stock Price Prediction including Covid19 Era Using Decision Tree Regression' highlights the complex interplay of various factors influencing stock prices, especially during the COVID-19 pandemic.",result,,supported,,supported,auto-evaluator
E-0011,,machine,E-0011_c01,The professor's research is on machine learning and applied AI.,research_topic,,supported,,supported,auto-evaluator
E-0011,,machine,E-0011_c02,The professor has done research on predicting stock prices.,research_topic,,supported,,supported,auto-evaluator
E-0011,,machine,E-0011_c03,The professor has published a paper on Indonesian Stock Price Prediction using Decision Tree Regression.,authorship,,supported,,supported,auto-evaluator
E-0011,,machine,E-0011_c04,The professor's paper on Indonesian Stock Price Prediction using Decision Tree Regression discussed challenges posed by the Covid-19 era in economic forecasting.,result,,supported,,supported,auto-evaluator
E-0078,,machine,E-0078_c01,The professor's research focuses on cognitive processes and emotional regulation.,research_topic,,unsupported,,unsupported,auto-evaluator
E-0078,,machine,E-0078_c02,The professor's research examines the interaction between attention and emotional responses.,research_topic,,unsupported,,unsupported,auto-evaluator
E-0019,,machine,E-0019_c01,The professor's work focuses on the interplay between cognitive biases and decision-making.,research_topic,,unsupported,,unsupported,auto-evaluator
E-0019,,machine,E-0019_c02,The professor has published a recent paper on the impact of framing effects.,research_topic,,unsupported,,unsupported,auto-evaluator
E-0019,,machine,E-0019_c03,The professor uses experimental methods to study how subtle changes in presentation can significantly alter outcomes.,method,,partially_supported,,partially_supported,auto-evaluator
E-0019,,machine,E-0019_c04,The student's research project investigated the effects of cognitive load on decision-making accuracy.,research_topic,,unsupported,,unsupported,auto-evaluator
E-0054,,machine,E-0054_c01,The professor's research focuses on human-automation interaction and the critical role of human factors in technology.,research_topic,,supported,,supported,auto-evaluator
E-0054,,machine,E-0054_c02,The professor has a forthcoming paper on AI as a Team Member.,research_topic,,supported,,supported,auto-evaluator
E-0054,,machine,E-0054_c03,The professor's research explores how AI can effectively collaborate with humans in dynamic environments.,research_topic,,supported,,supported,auto-evaluator
E-0026,,machine,E-0026_c01,The professor's research focuses on the integration of recommender systems to enhance secure coding practices.,research_topic,,supported,,supported,auto-evaluator
E-0026,,machine,E-0026_c02,The professor has conducted research on UAV trajectory generation.,research_topic,,supported,,supported,auto-evaluator
E-0026,,machine,E-0026_c03,The professor has studied dynamic defenses and how they can be evaluated through innovative experimentation environments like VINE.,research_topic,,supported,,supported,auto-evaluator
E-0026,,machine,E-0026_c04,The student has completed a small research project that explored the usability challenges in software engineering.,research_topic,,unsupported,,unsupported,auto-evaluator
E-0026,,machine,E-0026_c05,The student is interested in understanding how human factors can improve system interaction and safety.,research_topic,,partially_supported,,partially_supported,auto-evaluator
E-0026,,machine,E-0026_c06,The student is planning to apply for PhD programs this fall.,,,outside_evidence_scope,,outside_evidence_scope,auto-evaluator
E-0008,,machine,E-0008_c01,The professor conducts research.,research_topic,,supported,,supported,auto-evaluator
E-0008,,machine,E-0008_c02,The student has completed coursework in advanced research methods and cognitive psychology.,,,unsupported,,unsupported,auto-evaluator
E-0008,,machine,E-0008_c03,The student is eager to apply to PhD programs this fall.,,,unsupported,,unsupported,auto-evaluator
E-0087,,machine,E-0087_c01,The professor has ongoing research.,research_topic,,supported,,supported,auto-evaluator
E-0087,,machine,E-0087_c02,The professor has expertise that the student wants to learn from.,research_topic,,subjective_or_generic,,subjective_or_generic,auto-evaluator
E-0045,,machine,E-0045_c01,The professor's research focuses on human-automation interaction and the critical role of human factors in technology.,research_topic,,supported,,supported,auto-evaluator
E-0045,,machine,E-0045_c02,The professor has a forthcoming paper on AI as a Team Member.,authorship,,supported,,supported,auto-evaluator
E-0045,,machine,E-0045_c03,"The professor's research explores how AI can effectively enhance collaboration, communication, and decision-making within human-agent teams.",research_topic,,supported,,supported,auto-evaluator
E-0045,,machine,E-0045_c04,The student believes their background in psychology and interest in the intersection of human behavior and technology would allow them to contribute meaningfully to the professor's research group.,,,outside_evidence_scope,,outside_evidence_scope,auto-evaluator
E-0076,,machine,E-0076_c01,The professor's research focuses on collaborative knowledge capture in ontologies.,research_topic,,supported,,supported,auto-evaluator
E-0076,,machine,E-0076_c02,The professor's research focuses on recommender systems for secure coding.,research_topic,,supported,,supported,auto-evaluator
E-0076,,machine,E-0076_c03,The student has taken graduate coursework relevant to the professor's research topics.,,,unsupported,,unsupported,auto-evaluator
E-0022,,machine,E-0022_c01,The professor's research focuses on the cognitive mechanisms underlying decision-making processes.,research_topic,,partially_supported,,partially_supported,auto-evaluator
E-0022,,machine,E-0022_c02,The professor's research explores the interplay between emotion and cognition.,research_topic,,unsupported,,unsupported,auto-evaluator
E-0022,,machine,E-0022_c03,The professor has published recent work on the topic of emotional factors influencing cognitive bias.,research_topic,,unsupported,,unsupported,auto-evaluator
E-0065,,machine,E-0065_c01,The professor's research focuses on the interplay between cognitive and emotional processes.,research_topic,,partially_supported,,partially_supported,auto-evaluator
E-0065,,machine,E-0065_c02,The professor's research examines decision-making under uncertainty.,research_topic,,unsupported,,unsupported,auto-evaluator
E-0065,,machine,E-0065_c03,The professor's research has found that emotional regulation can influence cognitive biases in decision-making under uncertainty.,result,,unsupported,,unsupported,auto-evaluator
E-0014,,machine,E-0014_c01,The professor's research focuses on the cerebellum's role within the cerebello-basal ganglia-thalamo-cortical system.,research_topic,,supported,,supported,auto-evaluator
E-0014,,machine,E-0014_c02,The professor has published a consensus paper discussing the interplay between these brain regions and their implications for motor and cognitive functions.,cross_paper_synthesis,,supported,,supported,auto-evaluator
E-0014,,machine,E-0014_c03,The professor's research has highlighted how action observation therapy and motor imagery can enhance rehabilitation for Parkinson's disease.,result,,supported,,supported,auto-evaluator
E-0085,,machine,E-0085_c01,"The professor's research focuses on the interplay between the cerebellum, basal ganglia, and cortex in motor and cognitive functions.",research_topic,,supported,,supported,auto-evaluator
E-0085,,machine,E-0085_c02,The professor has published a consensus paper on cerebellar function.,authorship,,supported,,supported,auto-evaluator
E-0085,,machine,E-0085_c03,"The professor's consensus paper on cerebellar function provided insights into the reciprocal interactions among the cerebellum, basal ganglia, and cortex.",result,,supported,,supported,auto-evaluator
E-0085,,machine,E-0085_c04,The professor has published a systematic review on action observation therapy for Parkinson's disease.,authorship,,supported,,supported,auto-evaluator
E-0085,,machine,E-0085_c05,The professor's systematic review on action observation therapy for Parkinson's disease has inspired the student's own research endeavors.,impact,,unsupported,,unsupported,auto-evaluator
E-0085,,machine,E-0085_c06,"The professor's research on the interplay between the cerebellum, basal ganglia, and cortex, as well as action observation therapy for Parkinson's disease, resonates with the student's academic interests.",research_topic,,unsupported,,unsupported,auto-evaluator
E-0085,,machine,E-0085_c07,The student believes their background in psychology and recent research experience align well with the professor's work.,,,unsupported,,unsupported,auto-evaluator
E-0030,,machine,E-0030_c01,The professor's research is of interest to the student.,research_topic,,subjective_or_generic,,subjective_or_generic,auto-evaluator
E-0030,,machine,E-0030_c02,The professor's lab has potential openings for PhD students.,collaboration,,unsupported,,unsupported,auto-evaluator
E-0030,,machine,E-0030_c03,The professor's research environment is collaborative and innovative.,research_topic,,subjective_or_generic,,subjective_or_generic,auto-evaluator
E-0044,,machine,E-0044_c01,The lab's focus is on motor control and neural dynamics.,research_topic,,supported,,supported,auto-evaluator
E-0044,,machine,E-0044_c02,The student is eager to contribute to research in the area of motor control and neural dynamics.,,,subjective_or_generic,,subjective_or_generic,auto-evaluator
E-0049,,machine,E-0049_c01,"The professor's research focuses on the interplay between the cerebellum, basal ganglia, and cortex.",research_topic,,supported,,supported,auto-evaluator
E-0049,,machine,E-0049_c02,"The professor advocates for an integrated systems-level perspective on the interactions between the cerebellum, basal ganglia, and cortex.",research_topic,,supported,,supported,auto-evaluator
E-0049,,machine,E-0049_c03,"The professor's research explores how the interactions between the cerebellum, basal ganglia, and cortex influence both motor and cognitive functions.",research_topic,,supported,,supported,auto-evaluator
E-0049,,machine,E-0049_c04,The professor's research has insights into action observation therapy and motor imagery practice for Parkinson's disease.,research_topic,,supported,,supported,auto-evaluator
E-0049,,machine,E-0049_c05,The professor's research explores the potential for integrating action observation therapy and motor imagery practice for Parkinson's disease.,research_topic,,supported,,supported,auto-evaluator
E-0049,,machine,E-0049_c06,"The student is interested in contributing to the professor's research on motor behavior and rehabilitation strategies, particularly through computational modeling techniques.",research_topic,,outside_evidence_scope,,outside_evidence_scope,auto-evaluator
E-0049,,machine,E-0049_c07,The student has taken graduate coursework relevant to the professor's research area.,,,outside_evidence_scope,,outside_evidence_scope,auto-evaluator
E-0049,,machine,E-0049_c08,The student has completed a small research project that explored aspects of motor control.,,,outside_evidence_scope,,outside_evidence_scope,auto-evaluator
E-0031,,machine,E-0031_c01,"The professor's research focuses on the interplay between the cerebellum, basal ganglia, and cortex in motor and cognitive functions.",research_topic,,supported,,supported,auto-evaluator
E-0031,,machine,E-0031_c02,The professor has published a consensus paper on cerebellar function.,authorship,,supported,,supported,auto-evaluator
E-0031,,machine,E-0031_c03,The professor's work discusses understanding Parkinson's disease from a system-level perspective.,research_topic,,supported,,supported,auto-evaluator
E-0031,,machine,E-0031_c04,"The student is impressed by the insights provided in the professor's work on the reciprocal interactions among the cerebellum, basal ganglia, and cortex.",,,subjective_or_generic,,subjective_or_generic,auto-evaluator
E-0025,,machine,E-0025_c01,The professor's research focuses on the cognitive processes underlying decision-making and the impact of social influences on psychological outcomes.,research_topic,,supported,,supported,auto-evaluator
E-0025,,machine,E-0025_c02,The professor has published a recent paper on the role of social validation in enhancing individual performance.,research_topic,,unsupported,,unsupported,auto-evaluator
E-0025,,machine,E-0025_c03,The professor employed methodologies to analyze the interplay between social cues and cognitive bias.,method,,supported,,supported,auto-evaluator
E-0025,,machine,E-0025_c04,The student recently completed a small research project that explored how group dynamics influence individual decision-making.,research_topic,,unsupported,,unsupported,auto-evaluator
E-0096,,machine,E-0096_c01,The professor's research focuses on cognitive processes and their implications for psychological well-being.,research_topic,,supported,,supported,auto-evaluator
E-0096,,machine,E-0096_c02,The professor has published a recent publication on the relationship between cognitive flexibility and emotional regulation.,research_topic,,unsupported,,unsupported,auto-evaluator
E-0096,,machine,E-0096_c03,The student finds the professor's research methodologies compelling.,,,subjective_or_generic,,subjective_or_generic,auto-evaluator
E-0037,,machine,E-0037_c01,The professor's research is on adolescent psychosocial development and substance use.,research_topic,,supported,,supported,auto-evaluator
E-0037,,machine,E-0037_c02,The professor's research has findings on the reciprocal relationships between behavioral impulsivity and alcohol involvement.,result,,supported,,supported,auto-evaluator
E-0037,,machine,E-0037_c03,The professor published a paper on the reciprocal relationships between behavioral impulsivity and alcohol involvement in 2013.,authorship,,supported,,supported,auto-evaluator
E-0037,,machine,E-0037_c04,The professor uses structural equation modeling and cross-lagged analyses to assess the associations between automatic processes and drinking behavior among at-risk adolescents.,method,,supported,,supported,auto-evaluator
E-0037,,machine,E-0037_c05,The professor's research provides valuable insights into developmental trajectories.,impact,,subjective_or_generic,,subjective_or_generic,auto-evaluator
E-0067,,machine,E-0067_c01,The professor's research focuses on the interplay between impulsivity and alcohol involvement in adolescents.,research_topic,,supported,,supported,auto-evaluator
