email_id,professor_id,condition_hidden,claim_id,atomic_claim,claim_type,evidence_excerpt,label_annotator_1,label_annotator_2,final_label,notes
E-0004,BIO-02,full-01,E-0004_c05,The student is enthusiastic about the prospect of contributing to the professor's ongoing research.,,,,,,
E-0005,CS-01,full-01,E-0005_c01,The professor's research is on specific topic,research_topic,,,,,
E-0005,CS-01,full-01,E-0005_c02,The professor has recent findings on a relevant topic,research_topic,,,,,
E-0005,CS-01,full-01,E-0005_c03,The student has taken graduate coursework in machine learning and natural language processing,method,,,,,
E-0005,CS-01,full-01,E-0005_c04,The student explored a relevant research project in a recent project,method,,,,,
E-0005,CS-01,full-01,E-0005_c05,The student's recent project deepened their understanding of a specific method or finding related to the professor's work,method,,,,,
E-0006,BIO-04,full-01,E-0006_c01,"The professor's research is on biomedicine, particularly on osteopontin and its implications in various cancers.",research_topic,,,,,
E-0006,BIO-04,full-01,E-0006_c02,The professor has studied the role of osteopontin in atherosclerosis and cardiac fibrosis.,research_topic,,,,,
E-0006,BIO-04,full-01,E-0006_c03,The professor explores the molecular mechanisms involved in cancer progression and treatment responses.,research_topic,,,,,
E-0006,BIO-04,full-01,E-0006_c04,The student has completed a research project focusing on topics relevant to the professor's work.,research_topic,,,,,
E-0007,BIO-01,full-01,E-0007_c01,The professor's research focuses on the molecular mechanisms underlying disease progression.,research_topic,"Publication record spans Immunotherapy and Immune Responses, Hepatitis B Virus Studies, Virus-based gene therapy research.",,,SUPPORTED,
E-0007,BIO-01,full-01,E-0007_c02,The professor has used advanced imaging techniques to visualize cellular interactions.,method,"Two-dimensional electrophoresis (2-DE) and tandem mass spectrometry (MS/MS) analyses were utilized to analyze the differential protein expression patterns between HBc-VLP-pulsed and untreated BMDCs.",,,REFUTED,"The profile mentions 2-DE, mass spectrometry, flow cytometry, and Western blotting, but not advanced imaging techniques for cellular interactions."
E-0007,BIO-01,full-01,E-0007_c03,The professor's research has focused on the role of specific biomolecules in cancer metastasis.,research_topic,"Local radiotherapy for murine breast cancer increases risk of metastasis by promoting the recruitment of M-MDSCs in lung",,,SUPPORTED,
E-0007,BIO-01,full-01,E-0007_c04,The student finds the professor's research compelling.,,,,,,NOT_SUPPORTED,"Student preference/feeling; cannot be verified by faculty background."
E-0008,PSY-01,full-01,E-0008_c01,The professor conducts research.,research_topic,,,,,
E-0008,PSY-01,full-01,E-0008_c02,The student has completed coursework in advanced research methods and cognitive psychology.,,,,,,
E-0008,PSY-01,full-01,E-0008_c03,The student is eager to apply to PhD programs this fall.,,,,,,
E-0009,BIO-02,full-01,E-0009_c01,The professor's research focuses on urological disorders.,research_topic,"Publication record spans Urological Disorders and Treatments, Ectopic Pregnancy Diagnosis and Management, Assisted Reproductive Technology and Twin Pregnancy.",,,SUPPORTED,
E-0009,BIO-02,full-01,E-0009_c02,The professor's research involves the innovative applications of hysteroscopic metroplasty in improving reproductive outcomes.,research_topic,"Our study suggests that hysteroscopic metroplasty in women with a T-shaped uterus improves the reproductive outcome, mainly in women with repeated abortions.",,,SUPPORTED,
E-0009,BIO-02,full-01,E-0009_c03,The professor's study on the beneficial effects of hysteroscopic metroplasty demonstrates the potential of surgical interventions to improve reproductive outcomes in specific cases.,result,"Our study suggests that hysteroscopic metroplasty in women with a T-shaped uterus improves the reproductive outcome, mainly in women with repeated abortions.",,,SUPPORTED,
E-0010,CS-04,full-01,E-0010_c01,The professor's research is in the field of artificial intelligence.,research_topic,,,,,
E-0010,CS-04,full-01,E-0010_c02,The professor's research focuses on machine learning optimization.,research_topic,,,,,
E-0010,CS-04,full-01,E-0010_c03,The professor's research on machine learning optimization has applications in real-world scenarios.,research_topic,,,,,
E-0010,CS-04,full-01,E-0010_c04,The student recently completed a small research project that explored the implementation of reinforcement learning algorithms for enhancing decision-making processes in dynamic environments.,research_topic,,,,,
E-0011,CS-04,full-01,E-0011_c01,The professor's research is on machine learning and applied AI.,research_topic,,,,,
E-0011,CS-04,full-01,E-0011_c02,The professor has done research on predicting stock prices.,research_topic,,,,,
E-0011,CS-04,full-01,E-0011_c03,The professor has published a paper on Indonesian Stock Price Prediction using Decision Tree Regression.,authorship,,,,,
E-0011,CS-04,full-01,E-0011_c04,The professor's paper on Indonesian Stock Price Prediction using Decision Tree Regression discussed challenges posed by the Covid-19 era in economic forecasting.,result,,,,,
E-0012,BIO-02,full-01,E-0012_c01,"The professor's research focuses on biomedical issues, particularly urological disorders and assisted reproductive technology.",research_topic,"Publication record spans Urological Disorders and Treatments, Ectopic Pregnancy Diagnosis and Management, Assisted Reproductive Technology and Twin Pregnancy.",,,SUPPORTED,
E-0012,BIO-02,full-01,E-0012_c02,The professor has studied the beneficial effects of hysteroscopic metroplasty for women with a T-shaped uterus.,research_topic,"Our study suggests that hysteroscopic metroplasty in women with a T-shaped uterus improves the reproductive outcome, mainly in women with repeated abortions.",,,SUPPORTED,
E-0012,BIO-02,full-01,E-0012_c03,The professor's surgical approach utilizes fiberoptic hysteroscopic guidance.,method,"Eight women (aged 27-43) with reproductive dysfunction who were diagnosed by hysterosalpingogram and hysteroscopy as having a 'T-shaped' uterus were operated on using fiberoptic hysteroscopic guidance",,,SUPPORTED,
E-0012,BIO-02,full-01,E-0012_c04,The professor's research on innovative methods aims to improve reproductive outcomes.,impact,"Our study suggests that hysteroscopic metroplasty in women with a T-shaped uterus improves the reproductive outcome, mainly in women with repeated abortions.",,,SUPPORTED,
E-0013,CS-03,full-01,E-0013_c01,Your research is on artificial intelligence,research_topic,,,,,
E-0013,CS-03,full-01,E-0013_c02,Your research is on machine learning and applied AI,research_topic,,,,,
E-0014,PSY-02,full-01,E-0014_c01,The professor's research focuses on the cerebellum's role within the cerebello-basal ganglia-thalamo-cortical system.,research_topic,,,,,
E-0014,PSY-02,full-01,E-0014_c02,The professor has published a consensus paper discussing the interplay between these brain regions and their implications for motor and cognitive functions.,cross_paper_synthesis,,,,,
E-0014,PSY-02,full-01,E-0014_c03,The professor's research has highlighted how action observation therapy and motor imagery can enhance rehabilitation for Parkinson's disease.,result,,,,,
E-0015,CS-03,full-01,E-0015_c01,"The professor's research is on machine learning and applied AI, particularly in the context of quantum machine learning and its applications in healthcare.",research_topic,,,,,
E-0015,CS-03,full-01,E-0015_c02,The professor has done recent work on a systematic review of quantum machine learning applications in the biomedical domain.,research_topic,,,,,
E-0016,PSY-04,full-01,E-0016_c01,The professor's recent work is on the cognitive effects of stress on decision-making.,research_topic,,,,,
E-0016,PSY-04,full-01,E-0016_c02,The professor explores how stress influences cognitive biases.,research_topic,,,,,
E-0016,PSY-04,full-01,E-0016_c03,The professor uses experimental designs and psychophysiological measures to uncover the relationships between stress and cognitive biases.,method,,,,,
E-0017,CS-03,full-01,E-0017_c01,The professor's work focuses on the application of deep learning techniques to enhance decision-making processes in autonomous systems.,research_topic,,,,,
E-0017,CS-03,full-01,E-0017_c02,The professor has published a recent paper on reinforcement learning strategies for optimizing resource allocation in dynamic environments.,research_topic,,,,,
E-0018,CS-02,full-01,E-0018_c01,The professor's research focuses on artificial intelligence.,research_topic,,,,,
E-0018,CS-02,full-01,E-0018_c02,The professor has conducted research on a specific topic or method relevant to the student.,research_topic,,,,,
E-0018,CS-02,full-01,E-0018_c03,The professor has used a specific method or technique in their research that the student finds inspiring.,method,,,,,
E-0018,CS-02,full-01,E-0018_c04,The student believes that working under the professor's guidance would provide invaluable experience and support their goal of making meaningful contributions to AI research.,impact,,,,,
E-0019,PSY-01,full-01,E-0019_c01,The professor's work focuses on the interplay between cognitive biases and decision-making.,research_topic,,,,,
E-0019,PSY-01,full-01,E-0019_c02,The professor has published a recent paper on the impact of framing effects.,research_topic,,,,,
E-0019,PSY-01,full-01,E-0019_c03,The professor uses experimental methods to study how subtle changes in presentation can significantly alter outcomes.,method,,,,,
E-0019,PSY-01,full-01,E-0019_c04,The student's research project investigated the effects of cognitive load on decision-making accuracy.,research_topic,,,,,
E-0020,BIO-04,full-01,E-0020_c01,"The professor's research focuses on biomedicine, particularly osteopontin and cancer biology.",research_topic,,,,,
E-0020,BIO-04,full-01,E-0020_c02,The professor has studied the role of osteopontin in atherosclerosis and cardiac fibrosis.,research_topic,,,,,
E-0020,BIO-04,full-01,E-0020_c03,The professor explores the molecular mechanisms that underlie disease progression.,research_topic,,,,,
E-0020,BIO-04,full-01,E-0020_c04,The professor employs methodologies in the analysis of gene expression and pathway interactions.,method,,,,,
E-0021,CS-03,full-01,E-0021_c01,"The professor's research is on machine learning and applied AI, particularly in the context of quantum machine learning and its applications in healthcare.",research_topic,,,,,
E-0021,CS-03,full-01,E-0021_c02,"The professor has recently published a systematic review on ""Quantum Machine Learning Applications in the Biomedical Domain"".",authorship,,,,,
E-0021,CS-03,full-01,E-0021_c03,"Quantum algorithms can enhance data processing capabilities, as mentioned in the professor's research.",result,,,,,
E-0022,PSY-02,full-01,E-0022_c01,The professor's research focuses on the cognitive mechanisms underlying decision-making processes.,research_topic,,,,,
E-0022,PSY-02,full-01,E-0022_c02,The professor's research explores the interplay between emotion and cognition.,research_topic,,,,,
E-0022,PSY-02,full-01,E-0022_c03,The professor has published recent work on the topic of emotional factors influencing cognitive bias.,research_topic,,,,,
E-0023,CS-02,full-01,E-0023_c01,The professor's research is on specific topic,research_topic,,,,,
E-0023,CS-02,full-01,E-0023_c02,The professor has recent findings on a relevant paper or topic,research_topic,,,,,
E-0023,CS-02,full-01,E-0023_c03,The student has taken graduate coursework in machine learning and natural language processing,,,,,,
E-0023,CS-02,full-01,E-0023_c04,The student's recent project explored a relevant research project or experience,,,,,,
E-0023,CS-02,full-01,E-0023_c05,The student's recent project deepened their understanding of relevant methods or findings,,,,,,
E-0024,CS-01,full-01,E-0024_c01,The professor's research is on artificial intelligence and its application in complex systems.,research_topic,,,,,
E-0024,CS-01,full-01,E-0024_c02,The professor has done recent work on a specific paper or topic.,research_topic,,,,,
E-0024,CS-01,full-01,E-0024_c03,The professor explored specific findings or methods in their recent work.,research_topic,,,,,
E-0024,CS-01,full-01,E-0024_c04,The professor used specific methods or techniques to address a specific problem or question.,method,,,,,
E-0025,PSY-03,full-01,E-0025_c01,The professor's research focuses on the cognitive processes underlying decision-making and the impact of social influences on psychological outcomes.,research_topic,,,,,
E-0025,PSY-03,full-01,E-0025_c02,The professor has published a recent paper on the role of social validation in enhancing individual performance.,research_topic,,,,,
E-0025,PSY-03,full-01,E-0025_c03,The professor employed methodologies to analyze the interplay between social cues and cognitive bias.,method,,,,,
E-0025,PSY-03,full-01,E-0025_c04,The student recently completed a small research project that explored how group dynamics influence individual decision-making.,research_topic,,,,,
E-0026,PSY-01,full-01,E-0026_c01,The professor's research focuses on the integration of recommender systems to enhance secure coding practices.,research_topic,,,,,
E-0026,PSY-01,full-01,E-0026_c02,The professor has conducted research on UAV trajectory generation.,research_topic,,,,,
E-0026,PSY-01,full-01,E-0026_c03,The professor has studied dynamic defenses and how they can be evaluated through innovative experimentation environments like VINE.,research_topic,,,,,
E-0026,PSY-01,full-01,E-0026_c04,The student has completed a small research project that explored the usability challenges in software engineering.,research_topic,,,,,
E-0026,PSY-01,full-01,E-0026_c05,The student is interested in understanding how human factors can improve system interaction and safety.,research_topic,,,,,
E-0026,PSY-01,full-01,E-0026_c06,The student is planning to apply for PhD programs this fall.,,,,,,
E-0027,PSY-04,full-01,E-0027_c01,"The professor's research focuses on eating disorders, particularly on dropout rates from inpatient treatment for Anorexia Nervosa.",research_topic,,,,,
E-0027,PSY-04,full-01,E-0027_c02,The professor's research examines the dynamics of Expressed Emotion among families of patients with eating disorders and its potential predictive value on treatment compliance.,research_topic,,,,,
E-0028,BIO-02,full-01,E-0028_c01,The professor's research is on biomedicine.,research_topic,"Researcher at University of the Witwatersrand working on biomedical and health research.",,,SUPPORTED,
E-0028,BIO-02,full-01,E-0028_c02,The professor has done research on a specific topic or method in biomedicine.,research_topic,"Publication record spans Urological Disorders and Treatments, Ectopic Pregnancy Diagnosis and Management, Assisted Reproductive Technology and Twin Pregnancy.",,,SUPPORTED,
E-0028,BIO-02,full-01,E-0028_c03,The student recently completed a small research project focused on [briefly describe your project relevant to the professor's work].,research_topic,,,,,NOT_SUPPORTED,"Student project context; not evaluable via faculty background data."
E-0028,BIO-02,full-01,E-0028_c04,The professor has a recent paper on [specific paper or finding].,authorship,"Beneficial Effect of Hysteroscopic Metroplasty on the Reproductive Outcome in a ‘T-Shaped’ Uterus (2010)",,,SUPPORTED,"Supported generally by publication log, though placeholder text itself is a structural wrapper."
E-0028,BIO-02,full-01,E-0028_c05,The professor's findings on [specific detail or method] in the recent paper resonated with the student.,result,,,,,NOT_SUPPORTED,"Student reaction; cannot be verified by faculty dataset."
E-0028,BIO-02,full-01,E-0028_c06,The student found the professor's approach to [specific aspect of the research] particularly inspiring.,impact,,,,,NOT_SUPPORTED,"Student assessment; cannot be verified by faculty dataset."
E-0029,CS-01,full-01,E-0029_c01,Your research interests align with advanced machine learning and natural language processing.,research_topic,,,,,
E-0029,CS-01,full-01,E-0029_c02,The professor conducts research in your lab.,research_topic,,,,,
E-0030,PSY-02,full-01,E-0030_c01,The professor's research is of interest to the student.,research_topic,,,,,
E-0030,PSY-02,full-01,E-0030_c02,The professor's lab has potential openings for PhD students.,collaboration,,,,,
E-0030,PSY-02,full-01,E-0030_c03,The professor's research environment is collaborative and innovative.,research_topic,,,,,
E-0031,PSY-02,full-01,E-0031_c01,"The professor's research focuses on the interplay between the cerebellum, basal ganglia, and cortex in motor and cognitive functions.",research_topic,,,,,
E-0031,PSY-02,full-01,E-0031_c02,The professor has published a consensus paper on cerebellar function.,authorship,,,,,
E-0031,PSY-02,full-01,E-0031_c03,The professor's work discusses understanding Parkinson's disease from a system-level perspective.,research_topic,,,,,
E-0031,PSY-02,full-01,E-0031_c04,"The student is impressed by the insights provided in the professor's work on the reciprocal interactions among the cerebellum, basal ganglia, and cortex.",,,,,,
E-0032,CS-02,full-01,E-0032_c01,The professor's research is on topics such as natural language processing.,research_topic,,,,,
E-0032,CS-02,full-01,E-0032_c02,The student is eager to contribute to and learn from the professor's team's innovative research.,,,,,,
E-0033,CS-02,full-01,E-0033_c01,"The professor's research is on machine learning and applied AI, including natural language processing.",research_topic,,,,,
E-0033,CS-02,full-01,E-0033_c02,The professor has done work on a specific paper or topic related to the student's interests.,research_topic,,,,,
E-0033,CS-02,full-01,E-0033_c03,The student finds the professor's approach to the specific method or finding to be innovative and impactful.,,,,,,
E-0034,CS-02,full-01,E-0034_c01,The professor's research is on machine learning and applied AI.,research_topic,,,,,
E-0034,CS-02,full-01,E-0034_c02,The professor's research includes work on natural language processing techniques.,research_topic,,,,,
E-0034,CS-02,full-01,E-0034_c03,The professor's research includes work on the development of organic solid electrolytes for all-solid-state batteries.,research_topic,,,,,
E-0034,CS-02,full-01,E-0034_c04,The professor has published a recent paper on multicomponent covalent organic framework solid electrolytes.,cross_paper_synthesis,,,,,
E-0034,CS-02,full-01,E-0034_c05,The professor's work on multicomponent covalent organic framework solid electrolytes addresses challenges regarding Li-ion dissociation and transport.,result,,,,,
E-0034,CS-02,full-01,E-0034_c06,The student has completed a small project involving [briefly describe your project relevant to the topic].,research_topic,,,,,
E-0035,PSY-04,full-01,E-0035_c01,The professor's work focuses on dropout rates in inpatient treatment for Anorexia Nervosa.,research_topic,,,,,
E-0035,PSY-04,full-01,E-0035_c02,The professor's work examines the role of Expressed Emotion in family dynamics surrounding eating disorders.,research_topic,,,,,
E-0035,PSY-04,full-01,E-0035_c03,The professor has published a critical review on dropout rates in inpatient treatment.,research_topic,,,,,
E-0035,PSY-04,full-01,E-0035_c04,The professor's work has identified the need for targeted strategies to enhance patient retention in inpatient treatment.,result,,,,,
E-0036,CS-03,full-01,E-0036_c01,The professor's research is on machine learning and applied AI.,research_topic,,,,,
E-0036,CS-03,full-01,E-0036_c02,The professor's research includes work on Quantum Machine Learning applications in the biomedical domain.,research_topic,,,,,
E-0036,CS-03,full-01,E-0036_c03,The professor has published a recent systematic review.,authorship,,,,,
E-0036,CS-03,full-01,E-0036_c04,The student is particularly fascinated by the potential of quantum-enhanced methods in healthcare.,,,,,,
E-0036,CS-03,full-01,E-0036_c05,"The student is interested in exploring how advanced computational techniques can improve healthcare outcomes, especially in predictive modeling.",,,,,,
E-0037,PSY-03,full-01,E-0037_c01,The professor's research is on adolescent psychosocial development and substance use.,research_topic,,,,,
E-0037,PSY-03,full-01,E-0037_c02,The professor's research has findings on the reciprocal relationships between behavioral impulsivity and alcohol involvement.,result,,,,,
E-0037,PSY-03,full-01,E-0037_c03,The professor published a paper on the reciprocal relationships between behavioral impulsivity and alcohol involvement in 2013.,authorship,,,,,
E-0037,PSY-03,full-01,E-0037_c04,The professor uses structural equation modeling and cross-lagged analyses to assess the associations between automatic processes and drinking behavior among at-risk adolescents.,method,,,,,
E-0037,PSY-03,full-01,E-0037_c05,The professor's research provides valuable insights into developmental trajectories.,impact,,,,,
E-0038,BIO-02,full-01,E-0038_c01,The professor's research is on biomedicine.,research_topic,"Researcher at University of the Witwatersrand working on biomedical and health research.",,,SUPPORTED,
E-0038,BIO-02,full-01,E-0038_c02,"The professor's research focuses on a specific topic or method, which is not specified.",research_topic,"Publication record spans Urological Disorders and Treatments, Ectopic Pregnancy Diagnosis and Management, Assisted Reproductive Technology and Twin Pregnancy.",,,SUPPORTED,
E-0039,CS-01,full-01,E-0039_c01,"The professor's research is on data mining, machine learning, and applied AI.",research_topic,,,,,
E-0039,CS-01,full-01,E-0039_c02,The professor has done recent work on a specific paper or topic.,research_topic,,,,,
E-0039,CS-01,full-01,E-0039_c03,The professor explored specific findings or methods in their recent work.,method,,,,,
E-0039,CS-01,full-01,E-0039_c04,The student has delved into relevant coursework or topics in their graduate studies.,research_topic,,,,,
E-0039,CS-01,full-01,E-0039_c05,The student completed a small research project on a brief description of their project.,research_topic,,,,,
E-0040,BIO-03,full-01,E-0040_c01,"The professor's research is on biomedicine, particularly on Bacillus thuringiensis and its application in pest control.",research_topic,"Publication record spans Insect Resistance and Genetics, Insect and Pesticide Research, Entomopathogenic Microorganisms in Pest Control.",,,SUPPORTED,
E-0040,BIO-03,full-01,E-0040_c02,The professor published a paper on the structure of the Cry4Aa delta-endotoxin.,authorship,"Structure of the Functional Form of the Mosquito Larvicidal Cry4Aa Toxin from Bacillus thuringiensis at a 2.8-Angstrom Resolution (2006)",,,SUPPORTED,
E-0040,BIO-03,full-01,E-0040_c03,The professor's work on the Cry4Aa delta-endotoxin provides molecular insights into its functional form and implications for improved toxin design.,result,"Our results indicate that one loop is an important determinant of toxicity, presumably through attachment of Cry4Aa to the surface of mosquito cells. The availability of the Cry4Aa structure should guide further investigations aimed at the molecular basis of the target specificity and membrane insertion of Cry endotoxins.",,,SUPPORTED,
E-0041,CS-01,full-01,E-0041_c01,The professor's research is on aspect-based sentiment analysis.,research_topic,,,,,
E-0041,CS-01,full-01,E-0041_c02,The professor's research applies aspect-based sentiment analysis to healthcare and medical imaging.,research_topic,,,,,
E-0041,CS-01,full-01,E-0041_c03,"The professor published a paper titled ""Aspect Based Sentiment Analysis Marketplace Product Reviews Using BERT, LSTM, and CNN"".",authorship,,,,,
E-0041,CS-01,full-01,E-0041_c04,"The professor used LSTM-CNN models in the paper ""Aspect Based Sentiment Analysis Marketplace Product Reviews Using BERT, LSTM, and CNN"".",method,,,,,
E-0041,CS-01,full-01,E-0041_c05,"The professor's approach in the paper ""Aspect Based Sentiment Analysis Marketplace Product Reviews Using BERT, LSTM, and CNN"" enhanced sentiment classification accuracy.",result,,,,,
E-0041,CS-01,full-01,E-0041_c06,The student has taken relevant coursework and completed a small research project focused on sentiment analysis.,,,,,,
E-0042,CS-02,full-01,E-0042_c01,The professor's research is on artificial intelligence and its application in natural language processing or computer vision.,research_topic,,,,,
E-0042,CS-02,full-01,E-0042_c02,The professor has done work on a specific paper or topic that the student is particularly intrigued by.,research_topic,,,,,
E-0042,CS-02,full-01,E-0042_c03,The professor's approach to a specific technique or application resonates deeply with the student's academic interests.,research_topic,,,,,
E-0043,BIO-03,full-01,E-0043_c01,"The professor's research is on biomedicine, particularly the Cry4Aa delta-endotoxin from Bacillus thuringiensis.",research_topic,"The Cry4Aa delta-endotoxin from Bacillus thuringiensis is toxic to larvae of Culex, Anopheles, and Aedes mosquitoes",,,SUPPORTED,
E-0043,BIO-03,full-01,E-0043_c02,The professor has studied the structural determination of the Cry4Aa delta-endotoxin.,research_topic,"we determined the structure of this toxin in its functional form at a resolution of 2.8 angstroms.",,,SUPPORTED,
E-0043,BIO-03,full-01,E-0043_c03,The professor's research has provided detailed insights into the toxic mechanisms of Cry toxins and their specificity toward mosquito larvae.,result,"The availability of the Cry4Aa structure should guide further investigations aimed at the molecular basis of the target specificity and membrane insertion of Cry endotoxins.",,,SUPPORTED,
E-0043,BIO-03,full-01,E-0043_c04,The professor's research on the Cry toxins has implications for designing modified biopesticides to combat mosquito-borne diseases.,impact,"With the objective of designing modified toxins with improved potency that could be used as biopesticides",,,SUPPORTED,
E-0044,PSY-02,full-01,E-0044_c01,The lab's focus is on motor control and neural dynamics.,research_topic,,,,,
E-0044,PSY-02,full-01,E-0044_c02,The student is eager to contribute to research in the area of motor control and neural dynamics.,,,,,,
E-0045,PSY-01,full-01,E-0045_c01,The professor's research focuses on human-automation interaction and the critical role of human factors in technology.,research_topic,,,,,
E-0045,PSY-01,full-01,E-0045_c02,The professor has a forthcoming paper on AI as a Team Member.,authorship,,,,,
E-0045,PSY-01,full-01,E-0045_c02,The professor has a forthcoming paper on AI as a Team Member.,authorship,,,,,
E-0045,PSY-01,full-01,E-0045_c03,"The professor's research explores how AI can effectively enhance collaboration, communication, and decision-making within human-agent teams.",research_topic,,,,,
E-0045,PSY-01,full-01,E-0045_c04,The student believes their background in psychology and interest in the intersection of human behavior and technology would allow them to contribute meaningfully to the professor's research group.,,,,,,
E-0046,CS-04,full-01,E-0046_c01,The professor's research is in the field of artificial intelligence.,research_topic,,,,,
E-0046,CS-04,full-01,E-0046_c02,The professor's research focuses on machine learning optimization.,research_topic,,,,,
E-0046,CS-04,full-01,E-0046_c03,The professor's research applies machine learning optimization to real-world scenarios.,research_topic,,,,,
E-0046,CS-04,full-01,E-0046_c04,The student is fascinated by the professor's findings on the robustness of models in dynamic environments.,result,,,,,
E-0046,CS-04,full-01,E-0046_c05,The student has completed a small research project that explored the implementation of reinforcement learning algorithms for enhancing decision-making processes.,research_topic,,,,,
E-0046,CS-04,full-01,E-0046_c06,The student is interested in joining the professor's lab.,collaboration,,,,,
E-0046,CS-04,full-01,E-0046_c07,The student believes the professor's innovative approach to addressing challenges in AI aligns well with the student's academic interests and aspirations.,novelty,,,,,
E-0047,BIO-01,full-01,E-0047_c01,The professor's research is in biomedicine.,research_topic,"Researcher at Hebei Medical University working on biomedical and health research.",,,SUPPORTED,
E-0047,BIO-01,full-01,E-0047_c02,The professor's research focuses on CAR-T cell therapy.,research_topic,"Improving the ability of CAR-T cells to hit solid tumors: Challenges and strategies",,,SUPPORTED,
E-0047,BIO-01,full-01,E-0047_c03,The professor's research investigates the potential of CAR-T cell therapy to target solid tumors.,research_topic,"Although CAR-T cells have made significant progress in the treatment of hematologic malignancies, diverse difficulties remain in the treatment of solid tumors",,,SUPPORTED,
E-0047,BIO-01,full-01,E-0047_c04,The professor has published a recent paper on the challenges and strategies involved in enhancing CAR-T cell effectiveness.,research_topic,"Improving the ability of CAR-T cells to hit solid tumors: Challenges and strategies (2021)",,,SUPPORTED,
E-0047,BIO-01,full-01,E-0047_c05,The professor's research also focuses on virus-based approaches.,research_topic,"Publication record spans... Virus-based gene therapy research.",,,SUPPORTED,
E-0047,BIO-01,full-01,E-0047_c06,The professor's research focuses on immune responses.,research_topic,"Publication record spans Immunotherapy and Immune Responses",,,SUPPORTED,
E-0048,CS-01,full-01,E-0048_c01,The professor's research focuses on aspect-based sentiment analysis.,research_topic,,,,,
E-0048,CS-01,full-01,E-0048_c02,The professor has published a recent paper analyzing Bukalapak reviews using LSTM-CNN and BERT.,research_topic,,,,,
E-0048,CS-01,full-01,E-0048_c03,The professor's work on applying LSTM-CNN and BERT to sentiment analysis is innovative.,novelty,,,,,
E-0048,CS-01,full-01,E-0048_c04,The professor's lab focuses on applied AI and its practical implications in fields such as healthcare and education technology.,research_topic,,,,,
E-0049,PSY-02,full-01,E-0049_c01,"The professor's research focuses on the interplay between the cerebellum, basal ganglia, and cortex.",research_topic,,,,,
E-0049,PSY-02,full-01,E-0049_c02,"The professor advocates for an integrated systems-level perspective on the interactions between the cerebellum, basal ganglia, and cortex.",research_topic,,,,,
E-0049,PSY-02,full-01,E-0049_c03,"The professor's research explores how the interactions between the cerebellum, basal ganglia, and cortex influence both motor and cognitive functions.",research_topic,,,,,
E-0049,PSY-02,full-01,E-0049_c04,The professor's research has insights into action observation therapy and motor imagery practice for Parkinson's disease.,research_topic,,,,,
E-0049,PSY-02,full-01,E-0049_c05,The professor's research explores the potential for integrating action observation therapy and motor imagery practice for Parkinson's disease.,research_topic,,,,,
E-0049,PSY-02,full-01,E-0049_c06,"The student is interested in contributing to the professor's research on motor behavior and rehabilitation strategies, particularly through computational modeling techniques.",research_topic,,,,,
E-0049,PSY-02,full-01,E-0049_c07,The student has taken graduate coursework relevant to the professor's research area.,,,,,,
E-0049,PSY-02,full-01,E-0049_c08,The student has completed a small research project that explored aspects of motor control.,,,,,,
E-0050,CS-02,full-01,E-0050_c01,The professor's research is on machine learning and applied AI.,research_topic,,,,,
E-0050,CS-02,full-01,E-0050_c02,The professor's research includes work on natural language processing techniques.,research_topic,,,,,
